area,area_type,district_code,house_number,legal_description,locality,nature_of_property,postcode,primary_purpose,property_id,property_name,strata_lot_number,street_name,unit_number,zoning
,,139,16,5/SP38865,DRUMMOYNE,R,2047,RESIDENCE,1898984,,5,CAMBRIDGE RD,5,
,,139,23,18/SP50829,FIVE DOCK,R,2046,RESIDENCE,1899070,,18,CHARLES ST,18,
,,139,20,25/SP7181,FIVE DOCK,R,2046,RESIDENCE,1899127,,25,CHARLES ST,25,
,,139,26,10/SP835526/SP8355,FIVE DOCK,R,2046,RESIDENCE,1899155,,26,CHARLES ST,26,
,,139,10,5/SP7007,DRUMMOYNE,R,2047,RESIDENCE,1899401,,5,COLLEGE ST,5,
,,139,2,1/SP10940,DRUMMOYNE,R,2047,RESIDENCE,1899413,,1,COLLEGE ST,1,
,,139,23,2/SP501127/SP5011,DRUMMOYNE,R,2047,RESIDENCE,1899431,GARAGE,27,COLLEGE ST,27,
,,139,25,1/SP62218,DRUMMOYNE,R,2047,RESIDENCE,1899480,,1,COLLEGE ST,1,
,,139,27,6/SP41018,DRUMMOYNE,R,2047,RESIDENCE,1899488,,6,COLLEGE ST,6,
,,139,31,13/SP7404,DRUMMOYNE,R,2047,RESIDENCE,1899503,,13,COLLEGE ST,13,
,,139,51,7/SP664022/SP6640,DRUMMOYNE,R,2047,RESIDENCE,1899528,,22,COLLEGE ST,22,
,,139,55,3/SP1013,DRUMMOYNE,R,2047,RESIDENCE,1899563,GARAGE,3,COLLEGE ST,3,
,,139,30,3/SP542015/SP5420,DRUMMOYNE,R,2047,RESIDENCE,1899599,GARAGE,15,COLLINGWOOD ST,3,
,,139,37,5/SP60795,DRUMMOYNE,R,2047,RESIDENCE,1899627,,5,COLLINGWOOD ST,5,
,,139,33,10/SP58161,DRUMMOYNE,R,2047,RESIDENCE,1899633,,10,COLLINGWOOD ST,10,
,,139,27,18/SP6751,DRUMMOYNE,R,2047,RESIDENCE,1899645,,18,COLLINGWOOD ST,18,
,,139,25,13/SP540,DRUMMOYNE,R,2047,RESIDENCE,1899664,,13,COLLINGWOOD ST,13,
,,139,37,7/SP54022,WAREEMBA,R,2046,RESIDENCE,1899845,,7,CORANTO ST,7,
,,139,41,3/SP55486,WAREEMBA,R,2046,RESIDENCE,1899854,,3,CORANTO ST,3,
,,139,8,4/SP54578,FIVE DOCK,R,2046,RESIDENCE,1899925,,4,CROSS ST,4,
,,139,7,7/SP90495,DRUMMOYNE,R,2047,RESIDENCE,1900044,,7,DAY ST,7,
,,139,5,1/SP55286,DRUMMOYNE,R,2047,RESIDENCE,1900050,,1,DAY ST,1,
,,139,3,3/SP62284,DRUMMOYNE,R,2047,RESIDENCE,1900057,,3,DAY ST,3,
,,139,58,8/SP10591,DRUMMOYNE,R,2047,RESIDENCE,1900090,,8,DAY ST,8,
,,139,72,16/SP5193,DRUMMOYNE,R,2047,RESIDENCE,1900103,,16,DAY ST,16,
,,139,16,5/SP2847,DRUMMOYNE,R,2047,RESIDENCE,1900131,,5,DENING ST,5,
,,139,27,6/SP1207,DRUMMOYNE,R,2047,RESIDENCE,1900178,GARAGE,6,DENING ST,6,
238.0,M,139,46,5/SP19341,DRUMMOYNE,R,2047,RESIDENCE,1900215,,5,DRUMMOYNE AVE,5,
,,139,42 C,2/SP63810,DRUMMOYNE,R,2047,RESIDENCE,1900226,,2,DRUMMOYNE AVE,2,
,,139,40,4/SP11615,DRUMMOYNE,R,2047,RESIDENCE,1900228,,4,DRUMMOYNE AVE,4,
,,139,34,1/SP50990,DRUMMOYNE,R,2047,RESIDENCE,1900242,,1,DRUMMOYNE AVE,1,
,,139,30,9/SP8316,DRUMMOYNE,R,2047,RESIDENCE,1900245,,9,DRUMMOYNE AVE,9,
,,139,28,10/SP8174,DRUMMOYNE,R,2047,RESIDENCE,1900260,,10,DRUMMOYNE AVE,10,
152.0,M,139,26,8/SP6911,DRUMMOYNE,R,2047,RESIDENCE,1900275,,8,DRUMMOYNE AVE,8,
,,139,22,3/SP34567,DRUMMOYNE,R,2047,RESIDENCE,1900290,,3,DRUMMOYNE AVE,3,
,,139,20,3/SP21029,DRUMMOYNE,R,2047,RESIDENCE,1900296,,3,DRUMMOYNE AVE,3,
416.05,M,139,18,6/SP5319,DRUMMOYNE,R,2047,RESIDENCE,1900302,,6,DRUMMOYNE AVE,6,
,,139,2,6/SP7309,DRUMMOYNE,R,2047,RESIDENCE,1900343,,6,DRUMMOYNE AVE,6,
205.0,M,139,3,7/SP10805,DRUMMOYNE,R,2047,RESIDENCE,1900359,,7,DRUMMOYNE AVE,7,
,,139,11,5/SP54547,DRUMMOYNE,R,2047,RESIDENCE,1900375,,5,DRUMMOYNE AVE,5,
,,139,37,12/SP11752,DRUMMOYNE,R,2047,RESIDENCE,1900390,RIVERGLADES,12,DRUMMOYNE AVE,12,
,,139,34,8/SP22337,FIVE DOCK,R,2046,RESIDENCE,1900544,,8,EAST ST,8,
,,139,138,2/SP55302,WAREEMBA,R,2046,RESIDENCE,1900576,,2,EDENHOLME RD,2,
,,139,124,8/SP62429,ABBOTSFORD,R,2046,RESIDENCE,1900587,,8,EDENHOLME RD,8,
,,139,116,3/SP7508,WAREEMBA,R,2046,RESIDENCE,1900597,,3,EDENHOLME RD,3,
,,139,112,7/SP12453,WAREEMBA,R,2046,RESIDENCE,1900610,,7,EDENHOLME RD,7,
,,139,106,2/SP57249,WAREEMBA,R,2046,RESIDENCE,1900622,,2,EDENHOLME RD,2,
,,139,102,4/SP9625,WAREEMBA,R,2046,RESIDENCE,1900627,,4,EDENHOLME RD,4,
,,139,81,9/SP59115,WAREEMBA,R,2046,RESIDENCE,1900719,,9,EDENHOLME RD,9,
,,139,107,2/SP48356,WAREEMBA,R,2046,RESIDENCE,1900743,,2,EDENHOLME RD,2,
,,139,1 A,4/SP3363,FIVE DOCK,R,2046,RESIDENCE,1900815,,4,ERINA AVE,4,
,,139,1,24/SP56633,ABBOTSFORD,R,2046,RESIDENCE,1900874,,24,FIGTREE AVE,24,
,,139,3,10/SP58373,ABBOTSFORD,R,2046,RESIDENCE,1900907,,10,FIGTREE AVE,10,
,,139,5,3/SP60026,ABBOTSFORD,R,2046,RESIDENCE,1900932,,3,FIGTREE AVE,3,
,,139,7,13/SP57916,ABBOTSFORD,R,2046,RESIDENCE,1900961,,13,FIGTREE AVE,13,
,,139,9,3/SP58012,ABBOTSFORD,R,2046,RESIDENCE,1901004,,3,FIGTREE AVE,3,
,,139,167,9/SP52453,FIVE DOCK,R,2046,RESIDENCE,1901034,,9,FIRST AVE,9,
,,139,124,12/SP14844,FIVE DOCK,R,2046,RESIDENCE,1901175,,12,FIRST AVE,6,
,,139,30,8/SP6819,ABBOTSFORD,R,2046,RESIDENCE,1901224,,8,FITZROY ST,8,
,,139,9,1/SP4608,FIVE DOCK,R,2046,RESIDENCE,1901412,,1,GARFIELD ST,1,
,,139,25,5/SP55662,FIVE DOCK,R,2046,RESIDENCE,1901443,,5,GARFIELD ST,5,
,,139,33,4/SP9001,FIVE DOCK,R,2046,RESIDENCE,1901457,,4,GARFIELD ST,4,
,,139,59,3/SP36930,FIVE DOCK,R,2046,RESIDENCE,1901473,,3,GARFIELD ST,3,
,,139,61,4/SP7127,FIVE DOCK,R,2046,RESIDENCE,1901493,,4,GARFIELD ST,4,
,,139,63,4/SP163219/SP1632,FIVE DOCK,R,2046,RESIDENCE,1901502,GARAGE,19,GARFIELD ST,19,
,,139,65,4/SP3679,FIVE DOCK,R,2046,RESIDENCE,1901522,GARAGE,4,GARFIELD ST,4,
,,139,69,6/SP5943,FIVE DOCK,R,2046,RESIDENCE,1901548,,6,GARFIELD ST,6,
,,139,73,9/SP3663,FIVE DOCK,R,2046,RESIDENCE,1901568,,9,GARFIELD ST,9,
,,139,79,7/SP44888,FIVE DOCK,R,2046,RESIDENCE,1901585,,7,GARFIELD ST,7,
,,139,104,2/SP44126,DRUMMOYNE,R,2047,RESIDENCE,1901710,,2,GIPPS ST,2,
,,139,53,3/SP7768,DRUMMOYNE,R,2047,RESIDENCE,1901790,,3,GIPPS ST,3,
,,139,55,1/SP7700,DRUMMOYNE,R,2047,RESIDENCE,1901803,,1,GIPPS ST,1,
,,139,63,4/SP54626,DRUMMOYNE,R,2047,RESIDENCE,1901817,,4,GIPPS ST,4,
,,139,4,4/SP36241,ABBOTSFORD,R,2046,RESIDENCE,1901899,,4,GOW ST,4,
,,139,2,1/SP62402,ABBOTSFORD,R,2046,RESIDENCE,1901904,,1,GOW ST,1,
,,139,1,1/SP13251,ABBOTSFORD,R,2046,RESIDENCE,1901910,,1,GOW ST,1,
,,139,2,3/SP2357,FIVE DOCK,R,2046,RESIDENCE,1901929,,3,GREAT NORTH RD,3,
186.0,M,139,118,6/SP622197/SP62219,FIVE DOCK,3,2046,COMMERCIAL UN,1901979,,7,GREAT NORTH RD,7,
,,139,252,3/SP38206,FIVE DOCK,R,2046,RESIDENCE,1902047,,3,GREAT NORTH RD,3,
,,139,324,1/SP53393,ABBOTSFORD,R,2046,RESIDENCE,1902086,,1,GREAT NORTH RD,1,
,,139,328,2/SP20114,ABBOTSFORD,R,2046,RESIDENCE,1902094,,2,GREAT NORTH RD,2,
,,139,366,10/SP9661,ABBOTSFORD,R,2046,RESIDENCE,1902118,,10,GREAT NORTH RD,10,
,,139,398,2/SP11780,ABBOTSFORD,R,2046,RESIDENCE,1902151,,2,GREAT NORTH RD,2,
,,139,406,4/SP61312,ABBOTSFORD,R,2046,RESIDENCE,1902162,,4,GREAT NORTH RD,4,
,,139,416,3/SP63199,ABBOTSFORD,R,2046,RESIDENCE,1902171,,3,GREAT NORTH RD,3,
,,139,420,2/SP41229,ABBOTSFORD,R,2046,RESIDENCE,1902172,,2,GREAT NORTH RD,2,
,,139,424,3/SP62186,ABBOTSFORD,R,2046,RESIDENCE,1902176,,3,GREAT NORTH RD,3,
,,139,438,3/SP56639,ABBOTSFORD,R,2046,RESIDENCE,1902187,,3,GREAT NORTH RD,3,
,,139,575,1/SP58654,ABBOTSFORD,R,2046,RESIDENCE,1902216,,1,GREAT NORTH RD,1,
,,139,569,2/SP49287,ABBOTSFORD,3,2046,COMMERCIAL,1902224,,2,GREAT NORTH RD,2,
,,139,517,4/SP180975/SP18097,ABBOTSFORD,R,2046,RESIDENCE,1902250,,5,GREAT NORTH RD,5,
,,139,515,4/SP64904,ABBOTSFORD,R,2046,RESIDENCE,1902256,,4,GREAT NORTH RD,4,
,,139,499,7/SP39158/SP3915,ABBOTSFORD,R,2046,RESIDENCE,1902264,,8,GREAT NORTH RD,7,
,,139,495,2/SP36033,ABBOTSFORD,R,2046,RESIDENCE,1902274,,2,GREAT NORTH RD,2,
,,139,477,1/SP8372,ABBOTSFORD,R,2046,RESIDENCE,1902287,,1,GREAT NORTH RD,1,
,,139,431,5/SP15781,ABBOTSFORD,R,2046,RESIDENCE,1902319,,5,GREAT NORTH RD,5,
,,139,377,1/SP47063,WAREEMBA,R,2046,RESIDENCE,1902357,,1,GREAT NORTH RD,1,
,,139,279,9/SP96216/SP962,FIVE DOCK,R,2046,RESIDENCE,1902411,,16,GREAT NORTH RD,16,
,,139,271,5/SP194019/SP1940,FIVE DOCK,R,2046,RESIDENCE,1902434,GARAGE,19,GREAT NORTH RD,19,
,,139,203,2/SP304683/SP30468,FIVE DOCK,3,2046,COMMERCIAL,1902479,,3,GREAT NORTH RD,3,
,,139,65,2/SP14609,FIVE DOCK,R,2046,RESIDENCE,1902553,,2,GREAT NORTH RD,2,
,,139,58,2/SP62571,RUSSELL LEA,R,2046,RESIDENCE,1902627,,2,HAMPDEN RD,2,
,,139,60,8/SP511123/SP5111,RUSSELL LEA,R,2046,RESIDENCE,1902632,GARAGE,23,HAMPDEN RD,23,
,,139,64,1/SP52952,RUSSELL LEA,R,2046,RESIDENCE,1902657,,1,HAMPDEN RD,1,
,,139,66,2/SP62601,RUSSELL LEA,R,2046,RESIDENCE,1902662,,2,HAMPDEN RD,2,
,,139,70,5/SP57628,RUSSELL LEA,R,2046,RESIDENCE,1902679,,5,HAMPDEN RD,5,
,,139,72,1/SP45252,RUSSELL LEA,R,2046,RESIDENCE,1902687,,1,HAMPDEN RD,1,
,,139,74,7/SP54020,RUSSELL LEA,R,2046,RESIDENCE,1902690,,7,HAMPDEN RD,7,
,,139,78,14/SP93327/SP933,RUSSELL LEA,R,2046,RESIDENCE,1902705,,27,HAMPDEN RD,27,
,,139,80,2/SP10854,RUSSELL LEA,R,2046,RESIDENCE,1902738,,2,HAMPDEN RD,2,
,,139,84,1/SP19890,RUSSELL LEA,R,2046,RESIDENCE,1902748,,1,HAMPDEN RD,1,
,,139,86,3/SP4368,RUSSELL LEA,R,2046,RESIDENCE,1902759,,3,HAMPDEN RD,3,
108.0,M,139,96,5/SP13797,RUSSELL LEA,R,2046,RESIDENCE,1902773,,5,HAMPDEN RD,5,
,,139,100,3/SP58274,RUSSELL LEA,R,2046,RESIDENCE,1902789,,3,HAMPDEN RD,3,
,,139,102,3/SP37072,RUSSELL LEA,R,2046,RESIDENCE,1902794,,3,HAMPDEN RD,3,
,,139,128,2/SP55118,ABBOTSFORD,R,2046,RESIDENCE,1902811,,2,HAMPDEN RD,2,
,,139,130,4/SP54812,ABBOTSFORD,R,2046,RESIDENCE,1902815,,4,HAMPDEN RD,4,
,,139,134,15/SP9283,ABBOTSFORD,R,2046,RESIDENCE,1902824,,15,HAMPDEN RD,15,
,,139,140,8/SP9843,ABBOTSFORD,R,2046,RESIDENCE,1902840,,8,HAMPDEN RD,8,
,,139,156,17/SP17022,ABBOTSFORD,R,2046,RESIDENCE,1902854,,17,HAMPDEN RD,17,
,,139,164,15/SP7119,ABBOTSFORD,R,2046,RESIDENCE,1902875,,15,HAMPDEN RD,15,
,,139,168,10/SP14351,ABBOTSFORD,R,2046,RESIDENCE,1902892,,10,HAMPDEN RD,10,
,,139,174,10/SP22438,ABBOTSFORD,3,2046,HOME UNIT,1902909,,10,HAMPDEN RD,10,
,,139,178,8/SP512733/SP5127,ABBOTSFORD,R,2046,RESIDENCE,1902922,,33,HAMPDEN RD,33,
,,139,182,1/SP62102,ABBOTSFORD,R,2046,RESIDENCE,1902957,,1,HAMPDEN RD,1,
,,139,184,1/SP57177,ABBOTSFORD,R,2046,RESIDENCE,1902962,,1,HAMPDEN RD,1,
,,139,189,1/SP60329,WAREEMBA,R,2046,RESIDENCE,1902974,,1,HAMPDEN RD,1,
,,139,183,4/SP12447,WAREEMBA,R,2046,RESIDENCE,1902981,,4,HAMPDEN RD,4,
,,139,177,6/SP14161,WAREEMBA,R,2046,RESIDENCE,1903009,,6,HAMPDEN RD,6,
,,139,169,7/SP13744,WAREEMBA,R,2046,RESIDENCE,1903016,,7,HAMPDEN RD,7,
,,139,167,2/SP4407,WAREEMBA,R,2046,RESIDENCE,1903033,,2,HAMPDEN RD,2,
,,139,157,6/SP9664,WAREEMBA,R,2046,RESIDENCE,1903040,,6,HAMPDEN RD,6,
,,139,145,4/SP52699,WAREEMBA,R,2046,RESIDENCE,1903056,,4,HAMPDEN RD,4,
,,139,2,5/SP64392,ABBOTSFORD,R,2046,RESIDENCE,1903135,,5,HARBOURVIEW CRES,5,
,,139,4,1/SP63856,ABBOTSFORD,R,2046,RESIDENCE,1903145,,1,HARBOURVIEW CRES,1,
,,139,3,5/SP61449,ABBOTSFORD,R,2046,RESIDENCE,1903157,ELIZABETH,5,HARBOURVIEW CRES,5,
242.0,M,139,1,40/SP63053,ABBOTSFORD,R,2046,RESIDENCE,1903221,,40,HARBOURVIEW CRES,38,
,,139,1 A,16/SP676963/SP55537,FIVE DOCK,3,2046,GARAGE,1903446,,3,HENLEY MARINE DR,3,
,,139,111,1/SP53160,DRUMMOYNE,R,2047,RESIDENCE,1903568,,1,HENLEY MARINE DR,1,
,,139,100,54/SP64727,FIVE DOCK,R,2046,RESIDENCE,1904051,,54,WILLIAM ST,67,
,,139,1,39/SP62299,FIVE DOCK,R,2046,RESIDENCE,1904052,,39,KINGS BAY AVE,39,
,,139,17,28/SP63104,FIVE DOCK,R,2046,RESIDENCE,1904109,KINGS BAY,28,KINGS PARK RD,28,
,,139,84,1/SP61625,FIVE DOCK,R,2046,RESIDENCE,1904165,,1,KINGS RD,1,
,,139,78,6/SP37085,FIVE DOCK,R,2046,RESIDENCE,1904170,,6,KINGS RD,6,
,,139,76,4/SP6603,FIVE DOCK,R,2046,RESIDENCE,1904180,,4,KINGS RD,4,
,,139,64,2/SP8412,FIVE DOCK,R,2046,RESIDENCE,1904193,,2,KINGS RD,2,
,,139,62,5/SP7057,FIVE DOCK,R,2046,RESIDENCE,1904206,,5,KINGS RD,5,
,,139,60,8/SP68113/SP6811,FIVE DOCK,R,2046,RESIDENCE,1904219,,3,KINGS RD,3,
,,139,58,5/SP5288,FIVE DOCK,R,2046,RESIDENCE,1904229,,5,KINGS RD,5,
,,139,54,5/SP16097,FIVE DOCK,R,2046,RESIDENCE,1904238,,5,KINGS RD,5,
,,139,50,8/SP1180,FIVE DOCK,R,2046,RESIDENCE,1904245,GARAGE,8,KINGS RD,8,
,,139,28,6/SP7266,FIVE DOCK,R,2046,RESIDENCE,1904271,,6,KINGS RD,6,
,,139,20,1/SP6752,FIVE DOCK,R,2046,RESIDENCE,1904282,,1,KINGS RD,1,
,,139,14,1/SP62213,FIVE DOCK,R,2046,RESIDENCE,1904292,,1,KINGS RD,1,
,,139,102 B,1/SP36570,DRUMMOYNE,R,2047,RESIDENCE,1904714,,1,LOWER ST GEORGES CRES,1,
,,139,104,18/SP3271,DRUMMOYNE,R,2047,RESIDENCE,1904720,,18,LOWER ST GEORGES CRES,18,
20.4,M,139,106,15/SP591129/SP5911,DRUMMOYNE,R,2047,RESIDENCE,1904741,GARAGE,29,LOWER ST GEORGES CRES,29,
,,139,128,6/SP6613,DRUMMOYNE,R,2047,RESIDENCE,1904798,,6,LOWER ST GEORGES CRES,6,
,,139,4,1/SP62722/SP62723/SP62724/SP62725/SP62726/SP6272,DRUMMOYNE,R,2047,RESIDENCE,1904825,,6,LYONS RD,6,
,,139,6,2/SP3419,DRUMMOYNE,R,2047,RESIDENCE,1904833,,2,LYONS RD,2,
,,139,38,20/SP38722,DRUMMOYNE,3,2047,COMMERCIAL,1904854,,20,LYONS RD,20,
,,139,64,20/SP221225/SP2212,DRUMMOYNE,R,2047,RESIDENCE,1904884,,25,LYONS RD,20,
,,139,76,4/SP52888,DRUMMOYNE,R,2047,RESIDENCE,1904920,,4,LYONS RD,4,
,,139,80,4/SP40322,DRUMMOYNE,R,2047,RESIDENCE,1904926,,4,LYONS RD,4,
,,139,204,2/SP36304,DRUMMOYNE,3,2047,COMMERCIAL,1904975,,2,LYONS RD,2,
,,139,282,2/SP15263,RUSSELL LEA,R,2046,RESIDENCE,1905010,,2,LYONS RD,2,
,,139,352,2/SP11287,FIVE DOCK,R,2046,RESIDENCE,1905051,,2,LYONS RD,2,
,,139,443,2/SP57837,FIVE DOCK,R,2046,RESIDENCE,1905086,,2,LYONS RD,2,
,,139,437,12/SP16257,FIVE DOCK,R,2046,RESIDENCE,1905096,,12,LYONS RD,12,
,,139,429,9/SP51845,FIVE DOCK,R,2046,RESIDENCE,1905116,,9,LYONS RD,9,
,,139,397,1/SP53820,FIVE DOCK,3,2046,RETAIL/OFFICE,1905137,,1,LYONS RD,1,
,,139,361,3/SP44333,FIVE DOCK,R,2046,RESIDENCE,1905155,,3,LYONS RD,3,
,,139,63 A,27/SP58792,FIVE DOCK,R,2046,RESIDENCE,1905163,TUSCANY COURT,27,BARNSTAPLE RD,27,
,,139,275,21/SP52880,RUSSELL LEA,R,2046,RESIDENCE,1905336,,21,LYONS RD,21,
,,139,257,3/SP10815/SP1081,RUSSELL LEA,R,2046,RESIDENCE,1905372,,5,LYONS RD,5,
,,139,93,3/SP658,DRUMMOYNE,R,2047,RESIDENCE,1905451,GARAGE,3,LYONS RD,3,
,,139,85,5/SP37000,DRUMMOYNE,R,2047,RESIDENCE,1905471,,5,LYONS RD,5,
,,139,74,1/SP57206,DRUMMOYNE,R,2047,RESIDENCE,1905498,,1,ALEXANDRA ST,1,
,,139,16,4/SP4098,RUSSELL LEA,R,2046,RESIDENCE,1905709,,4,MARGARET ST,4,
,,139,24,7/SP31361,DRUMMOYNE,R,2047,RESIDENCE,1905763,,7,MARLBOROUGH ST,7,
,,139,14,8/SP721,DRUMMOYNE,R,2047,RESIDENCE,1905779,GARAGE,8,MARLBOROUGH ST,8,
,,139,12,9/SP164,DRUMMOYNE,R,2047,RESIDENCE,1905800,GARAGE,9,MARLBOROUGH ST,9,
,,139,29,3/SP20486,DRUMMOYNE,R,2047,RESIDENCE,1905837,,3,MARLBOROUGH ST,3,
,,139,35,18/SP39227,DRUMMOYNE,R,2047,RESIDENCE,1905843,,18,MARLBOROUGH ST,18,
,,139,5,11/SP4604,ABBOTSFORD,R,2046,RESIDENCE,1905877,,11,MARMION RD,11,
,,139,8,2/SP5526,ABBOTSFORD,R,2046,RESIDENCE,1905895,,2,MARMION RD,2,
,,139,13,2/SP50957,DRUMMOYNE,R,2047,RESIDENCE,1905910,,2,MILLAR ST,2,
,,139,11,5/SP54921,ABBOTSFORD,R,2046,RESIDENCE,1906079,,5,MONTROSE RD,5,
,,139,9,4/SP54688,ABBOTSFORD,R,2046,RESIDENCE,1906085,,4,MONTROSE RD,4,
,,139,3,1/SP60186,ABBOTSFORD,R,2046,RESIDENCE,1906092,,1,MONTROSE RD,1,
,,139,1 A,5/SP61510,ABBOTSFORD,R,2046,RESIDENCE,1906103,,5,MONTROSE RD,5,
,,139,2,2/SP7065,ABBOTSFORD,R,2046,RESIDENCE,1906111,,2,MONTROSE RD,2,
,,139,6,8/SP53124,ABBOTSFORD,R,2046,RESIDENCE,1906124,,8,MONTROSE RD,8,
,,139,14,9/SP10971,ABBOTSFORD,R,2046,RESIDENCE,1906146,,9,MONTROSE RD,9,
,,139,24,1/SP49967,ABBOTSFORD,R,2046,RESIDENCE,1906160,,1,MONTROSE RD,1,
,,139,4,13/SP1570,DRUMMOYNE,R,2047,RESIDENCE,1906191,,13,MOORE ST,13,
,,139,11,3/SP56921,DRUMMOYNE,R,2047,RESIDENCE,1906361,,3,NAPIER ST,3,
,,139,9,15/SP22199,DRUMMOYNE,R,2047,RESIDENCE,1906366,,15,NAPIER ST,15,
,,139,4,1/SP234916/SP2349,DRUMMOYNE,R,2047,RESIDENCE,1906388,,16,NAPIER ST,16,
,,139,18,7/SP56311/SP563,DRUMMOYNE,R,2047,RESIDENCE,1906405,GARAGE,11,COLLINGWOOD ST,11,
,,139,25,1/SP5521,FIVE DOCK,R,2046,RESIDENCE,1906664,,1,PARK RD,1,
,,139,9,4/SP60531,FIVE DOCK,R,2046,RESIDENCE,1906686,,4,PARK RD,4,
,,139,3,4/SP58468,FIVE DOCK,R,2046,RESIDENCE,1906695,,4,PARK RD,4,
,,139,55,15/SP454726/SP454731/SP4547,ABBOTSFORD,R,2046,RESIDENCE,1906704,,31,PARKVIEW RD,31,
,,139,61,5/SP55422,RUSSELL LEA,R,2046,RESIDENCE,1906741,,5,PARKVIEW RD,5,
130.6,M,139,65,7/SP5333,RUSSELL LEA,R,2046,RESIDENCE,1906750,,7,PARKVIEW RD,7,
,,139,2,4/SP41387,ABBOTSFORD,R,2046,RESIDENCE,1906972,,4,POOLMAN ST,4,
,,139,15,3/SP57975,FIVE DOCK,R,2046,RESIDENCE,1907137,,3,QUEENS RD,3,
,,139,118,10/SP306871/SP30687,FIVE DOCK,3,2046,COMMERCIAL,1907210,,1,QUEENS RD,1,
,,139,1,10/SP33146,DRUMMOYNE,R,2047,RESIDENCE,1907266,,10,RAGLAN ST,10,
,,139,26,17/SP83022/SP830,FIVE DOCK,R,2046,RESIDENCE,1907291,GARAGE,22,RAMSAY RD,22,
,,139,2,5/SP34704,DRUMMOYNE,R,2047,RESIDENCE,1907362,,5,RAWSON AVE,5,
,,139,137,3/SP5797,CANADA BAY,R,2046,RESIDENCE,1907388,,3,REGATTA RD,3,
,,139,133,5/SP5817,CANADA BAY,R,2046,RESIDENCE,1907401,,5,REGATTA RD,5,
,,139,129,5/SP6301,CANADA BAY,R,2046,RESIDENCE,1907411,,5,REGATTA RD,5,
,,139,125,6/SP4446,CANADA BAY,R,2046,RESIDENCE,1907421,,6,REGATTA RD,6,
,,139,113,7/SP12366,CANADA BAY,R,2046,RESIDENCE,1907431,,7,REGATTA RD,7,
,,139,107,2/SP52207,CANADA BAY,R,2046,RESIDENCE,1907440,,2,REGATTA RD,2,
,,139,95,1/SP10834,CANADA BAY,R,2046,RESIDENCE,1907451,,1,REGATTA RD,1,
,,139,61,3/SP6352,CANADA BAY,R,2046,RESIDENCE,1907472,,3,REGATTA RD,3,
,,139,55,7/SP55735,CANADA BAY,R,2046,RESIDENCE,1907482,,7,REGATTA RD,7,
,,139,41,4/SP56973,CANADA BAY,R,2046,RESIDENCE,1907502,,4,REGATTA RD,4,
,,139,35,2/SP56478,CANADA BAY,R,2046,RESIDENCE,1907510,,2,REGATTA RD,2,
385.8,M,139,44,24/862095,FIVE DOCK,R,2046,RESIDENCE,1907552,,,REGATTA RD,2,R2
260.0,M,139,46,23/862095,FIVE DOCK,R,2046,RESIDENCE,1907553,,,REGATTA RD,2,R2
221.8,M,139,46,21/862095,FIVE DOCK,R,2046,RESIDENCE,1907554,,,REGATTA RD,1,R2
,,139,14,5/SP62760,FIVE DOCK,R,2046,RESIDENCE,1907892,,5,RODD RD,5,
,,139,17,5/SP200618/SP20061,ABBOTSFORD,R,2046,RESIDENCE,1907917,,8,ROKEBY RD,8,
,,139,9,4/SP14762,ABBOTSFORD,R,2046,RESIDENCE,1907928,,4,ROKEBY RD,4,
,,139,7,8/SP19184,ABBOTSFORD,R,2046,RESIDENCE,1907950,,8,ROKEBY RD,8,
,,139,1,5/SP10423,ABBOTSFORD,R,2046,RESIDENCE,1907962,,5,ROKEBY RD,5,
,,139,2,13/SP12540,ABBOTSFORD,R,2046,RESIDENCE,1907973,,13,ROKEBY RD,13,
,,139,8,9/SP10445,ABBOTSFORD,R,2046,RESIDENCE,1907989,,9,ROKEBY RD,9,
,,139,10,3/SP11364,ABBOTSFORD,R,2046,RESIDENCE,1908000,,3,ROKEBY RD,3,
,,139,18,3/SP57068,ABBOTSFORD,R,2046,RESIDENCE,1908013,,3,ROKEBY RD,3,
,,139,1,23/SP5888044/SP58880,DRUMMOYNE,R,2047,RESIDENCE,1908020,,44,ROSEBY ST,706,
,,139,2,9/SP58375,DRUMMOYNE,R,2047,RESIDENCE,1908069,PART BIRKENHEAD POINT CENTRE,9,ROSEBY ST,205,
,,139,46,21/SP4501,ABBOTSFORD,R,2046,RESIDENCE,1908305,ABBOTSFORD GARDENS,21,ST ALBANS ST,21,
,,139,50,7/SP9530,ABBOTSFORD,R,2046,RESIDENCE,1908327,,7,ST ALBANS ST,7,
,,139,54,3/SP10645,ABBOTSFORD,R,2046,RESIDENCE,1908338,,3,ST ALBANS ST,3,
,,139,56,6/SP10490,ABBOTSFORD,R,2046,RESIDENCE,1908346,,6,ST ALBANS ST,6,
,,139,58,2/SP17069,ABBOTSFORD,R,2046,RESIDENCE,1908353,,2,ST ALBANS ST,2,
,,139,60,14/SP11764,ABBOTSFORD,R,2046,RESIDENCE,1908361,,14,ST ALBANS ST,14,
,,139,102 A,9/SP11540,DRUMMOYNE,R,2047,RESIDENCE,1908391,,9,ST GEORGES CRES,9,
,,139,100,3/SP10624/SP106,DRUMMOYNE,R,2047,RESIDENCE,1908403,GARAGE,24,ST GEORGES CRES,24,
,,139,98 A,5/SP318823/SP3188,DRUMMOYNE,R,2047,RESIDENCE,1908433,CAR SPACE,23,ST GEORGES CRES,5,
